point_id,count,mae,bias,rmse,p50_abs_err,p90_abs_err,level_1,_abs
25,270,34.25398471328729,21.215532715766447,47.591217529760314,22.807088691369135,83.12941714420724,tail_30m,0.4074074074074074
25,270,34.25398471328729,21.215532715766447,47.591217529760314,22.807088691369135,83.12941714420724,tail_45m,0.24814814814814815
388,513,17.591492981416476,10.750055513687698,25.16487983706508,11.30127790259725,45.384454224782786,tail_30m,0.19883040935672514
388,513,17.591492981416476,10.750055513687698,25.16487983706508,11.30127790259725,45.384454224782786,tail_45m,0.10331384015594541
674,582,15.57660411480332,8.111837283838954,24.057017737218583,9.372161767309652,42.237012026250284,tail_30m,0.14432989690721648
674,582,15.57660411480332,8.111837283838954,24.057017737218583,9.372161767309652,42.237012026250284,tail_45m,0.09621993127147767
617,386,15.214958383337018,9.170555792463569,22.085410723440344,9.991032255677176,38.122205407101575,tail_30m,0.14766839378238342
617,386,15.214958383337018,9.170555792463569,22.085410723440344,9.991032255677176,38.122205407101575,tail_45m,0.06735751295336788
375,214,16.076113558310823,8.677237632135922,21.65956958782558,12.353387686637674,38.011354107109135,tail_30m,0.14953271028037382
375,214,16.076113558310823,8.677237632135922,21.65956958782558,12.353387686637674,38.011354107109135,tail_45m,0.056074766355140186
265,364,15.76159544313559,10.144801163351865,22.765491741835685,10.406722782591416,37.56669469413452,tail_30m,0.14285714285714285
265,364,15.76159544313559,10.144801163351865,22.765491741835685,10.406722782591416,37.56669469413452,tail_45m,0.07142857142857142
87,930,14.702540984896231,7.547893178471941,21.773919115152943,9.851698972148007,31.997114418151746,tail_30m,0.11182795698924732
87,930,14.702540984896231,7.547893178471941,21.773919115152943,9.851698972148007,31.997114418151746,tail_45m,0.05591397849462366
389,620,11.688940590387826,8.845649046979489,16.85864450963263,7.587605141307625,28.174489399252717,tail_30m,0.09516129032258064
389,620,11.688940590387826,8.845649046979489,16.85864450963263,7.587605141307625,28.174489399252717,tail_45m,0.035483870967741936
344,998,11.309826854416572,8.358741776218483,16.022505410861932,7.45748763517026,27.014051542830984,tail_30m,0.07414829659318638
344,998,11.309826854416572,8.358741776218483,16.022505410861932,7.45748763517026,27.014051542830984,tail_45m,0.02004008016032064
94,1032,12.49049149718394,7.901668416259103,20.280427972126702,7.8344546766840075,26.900446623295338,tail_30m,0.0872093023255814
94,1032,12.49049149718394,7.901668416259103,20.280427972126702,7.8344546766840075,26.900446623295338,tail_45m,0.04748062015503876
629,687,11.415142981102282,5.009810821365962,17.56780308079062,7.78339928796392,26.818676774116273,tail_30m,0.08296943231441048
629,687,11.415142981102282,5.009810821365962,17.56780308079062,7.78339928796392,26.818676774116273,tail_45m,0.018922852983988356
47,1238,12.289899665158892,4.330988258673967,18.02404412211317,8.869582917827676,25.59071795377454,tail_30m,0.06785137318255251
47,1238,12.289899665158892,4.330988258673967,18.02404412211317,8.869582917827676,25.59071795377454,tail_45m,0.035541195476575124
322,496,12.864585887881118,2.5438101623205243,17.122050203940894,10.429016581958138,25.270922059208235,tail_30m,0.07258064516129033
322,496,12.864585887881118,2.5438101623205243,17.122050203940894,10.429016581958138,25.270922059208235,tail_45m,0.024193548387096774
320,324,12.814257183178055,-1.6625809021749594,16.103303326396958,10.781958640978125,24.6800143664949,tail_30m,0.05864197530864197
320,324,12.814257183178055,-1.6625809021749594,16.103303326396958,10.781958640978125,24.6800143664949,tail_45m,0.021604938271604937
312,734,11.830102988848916,3.400082327082117,19.030704755968813,8.117703909541198,23.995312220163015,tail_30m,0.07629427792915532
312,734,11.830102988848916,3.400082327082117,19.030704755968813,8.117703909541198,23.995312220163015,tail_45m,0.04087193460490463
284,426,12.629414160125464,0.2960601174520449,17.255960597113663,10.317526875831849,23.69109081017398,tail_30m,0.056338028169014086
284,426,12.629414160125464,0.2960601174520449,17.255960597113663,10.317526875831849,23.69109081017398,tail_45m,0.02112676056338028
246,483,11.637443108429261,-0.821369633761697,14.521153262925795,10.17166110009321,23.561575626587647,tail_30m,0.035196687370600416
246,483,11.637443108429261,-0.821369633761697,14.521153262925795,10.17166110009321,23.561575626587647,tail_45m,0.0
254,747,8.576335847667886,5.579223598499541,13.386558271287381,4.860043679175284,23.524388662150805,tail_30m,0.050870147255689425
254,747,8.576335847667886,5.579223598499541,13.386558271287381,4.860043679175284,23.524388662150805,tail_45m,0.0214190093708166
641,802,10.493209572516852,6.842008530245242,14.473132540799492,7.69368784126371,23.33290823249548,tail_30m,0.05486284289276808
641,802,10.493209572516852,6.842008530245242,14.473132540799492,7.69368784126371,23.33290823249548,tail_45m,0.00997506234413965
406,1771,13.469049989388827,0.33563300630933207,22.694800828626263,9.191583008782459,23.110478019719114,tail_30m,0.07735742518351214
406,1771,13.469049989388827,0.33563300630933207,22.694800828626263,9.191583008782459,23.110478019719114,tail_45m,0.05251270468661773
568,1449,12.500538154685758,-10.099815529382331,14.76452908509736,11.83981096598015,22.989463824116857,tail_30m,0.017943409247757072
568,1449,12.500538154685758,-10.099815529382331,14.76452908509736,11.83981096598015,22.989463824116857,tail_45m,0.002070393374741201
373,1747,12.212742679351443,-4.239373954969547,16.313869955490585,10.128639381335134,22.921412311233258,tail_30m,0.04235832856325129
373,1747,12.212742679351443,-4.239373954969547,16.313869955490585,10.128639381335134,22.921412311233258,tail_45m,0.017172295363480253
292,1541,10.184515075329365,4.856257164712826,18.09003482733937,5.929680255500685,22.61992521480871,tail_30m,0.06489292667099286
292,1541,10.184515075329365,4.856257164712826,18.09003482733937,5.929680255500685,22.61992521480871,tail_45m,0.03374432186891629
242,339,9.952675890606804,3.2503195872903525,13.300609764761179,7.244103772367069,22.443922774197333,tail_30m,0.04424778761061947
242,339,9.952675890606804,3.2503195872903525,13.300609764761179,7.244103772367069,22.443922774197333,tail_45m,0.0029498525073746312
625,479,9.826019621832815,5.14816607906187,13.250618984363022,7.382424428227228,22.183432287027678,tail_30m,0.04801670146137787
625,479,9.826019621832815,5.14816607906187,13.250618984363022,7.382424428227228,22.183432287027678,tail_45m,0.0041753653444676405
69,829,11.70749194388744,-3.07252955872696,16.272004527925485,9.485432420591358,22.163804351941074,tail_30m,0.039806996381182146
69,829,11.70749194388744,-3.07252955872696,16.272004527925485,9.485432420591358,22.163804351941074,tail_45m,0.013268998793727383
591,930,9.818363209107922,5.067772055415685,15.751071615882468,6.234230976006568,21.86893867825999,tail_30m,0.05053763440860215
591,930,9.818363209107922,5.067772055415685,15.751071615882468,6.234230976006568,21.86893867825999,tail_45m,0.03225806451612903
622,290,10.634926099416903,3.9859489878612453,15.508926066221841,7.617031894580498,21.841546290363674,tail_30m,0.07241379310344828
622,290,10.634926099416903,3.9859489878612453,15.508926066221841,7.617031894580498,21.841546290363674,tail_45m,0.020689655172413793
620,416,9.624784353502521,2.6986606985509782,13.660863216437765,6.914520130803258,21.54716209379876,tail_30m,0.04567307692307692
620,416,9.624784353502521,2.6986606985509782,13.660863216437765,6.914520130803258,21.54716209379876,tail_45m,0.016826923076923076
659,548,10.571988499472685,-0.3706223137042296,14.397130461032162,8.454582926288214,20.81618806507007,tail_30m,0.03832116788321168
659,548,10.571988499472685,-0.3706223137042296,14.397130461032162,8.454582926288214,20.81618806507007,tail_45m,0.023722627737226276
448,1956,10.990564575351238,-3.6025839229311396,14.003750538007814,9.76319454966828,20.619847830268775,tail_30m,0.02198364008179959
448,1956,10.990564575351238,-3.6025839229311396,14.003750538007814,9.76319454966828,20.619847830268775,tail_45m,0.007668711656441718
