point_id,count,mae,bias,rmse,p50_abs_err,p90_abs_err,level_1,_abs
25,270,34.99058414135106,22.44321479936508,48.3566661170069,24.36539185591307,87.6425634916574,tail_30m,0.4074074074074074
25,270,34.99058414135106,22.44321479936508,48.3566661170069,24.36539185591307,87.6425634916574,tail_45m,0.24814814814814815
388,513,18.0242669546821,11.800224863514401,25.933086512018818,10.79026410868618,47.743916285325184,tail_30m,0.20662768031189083
388,513,18.0242669546821,11.800224863514401,25.933086512018818,10.79026410868618,47.743916285325184,tail_45m,0.11500974658869395
674,582,15.721790959641487,8.396618457407238,24.345697182492685,9.35453377812073,43.56487659156462,tail_30m,0.14776632302405499
674,582,15.721790959641487,8.396618457407238,24.345697182492685,9.35453377812073,43.56487659156462,tail_45m,0.0979381443298969
375,214,16.613186418027645,9.827117178353017,22.414975970946948,12.598572561874354,39.39808476162225,tail_30m,0.16822429906542055
375,214,16.613186418027645,9.827117178353017,22.414975970946948,12.598572561874354,39.39808476162225,tail_45m,0.06542056074766354
617,386,15.612072195890548,10.01273907402089,22.62044911234179,10.068912976224151,38.9605700226781,tail_30m,0.15544041450777202
617,386,15.612072195890548,10.01273907402089,22.62044911234179,10.068912976224151,38.9605700226781,tail_45m,0.07253886010362694
265,364,16.078818815939183,10.544261019116048,23.022863038698016,10.88880419854976,37.54698951752577,tail_30m,0.15384615384615385
265,364,16.078818815939183,10.544261019116048,23.022863038698016,10.88880419854976,37.54698951752577,tail_45m,0.07417582417582418
87,930,14.872633273748198,7.817903183711536,21.942816187994236,9.824682280796573,33.177783865771964,tail_30m,0.11505376344086021
87,930,14.872633273748198,7.817903183711536,21.942816187994236,9.824682280796573,33.177783865771964,tail_45m,0.05913978494623656
389,620,12.123367247961529,9.396098464268684,17.551831883000418,7.6046653039991,29.735296725134013,tail_30m,0.1
389,620,12.123367247961529,9.396098464268684,17.551831883000418,7.6046653039991,29.735296725134013,tail_45m,0.043548387096774194
94,1032,12.64739817112636,8.4105286436496,20.49862040476097,7.837271053998203,28.132048745563228,tail_30m,0.09108527131782945
94,1032,12.64739817112636,8.4105286436496,20.49862040476097,7.837271053998203,28.132048745563228,tail_45m,0.046511627906976744
344,998,11.538580086042847,8.794924019816735,16.33101628165673,7.603876592312297,27.94547516127537,tail_30m,0.07915831663326653
344,998,11.538580086042847,8.794924019816735,16.33101628165673,7.603876592312297,27.94547516127537,tail_45m,0.02004008016032064
629,687,11.435890439510832,5.415897076505229,17.70140376927143,7.68450745837967,27.4960004192531,tail_30m,0.0858806404657933
629,687,11.435890439510832,5.415897076505229,17.70140376927143,7.68450745837967,27.4960004192531,tail_45m,0.023289665211062592
322,496,12.895392906749771,3.2295020626534408,17.275957100326096,10.288137250574517,26.315892183567048,tail_30m,0.07459677419354839
322,496,12.895392906749771,3.2295020626534408,17.275957100326096,10.288137250574517,26.315892183567048,tail_45m,0.02620967741935484
47,1238,12.325737290408336,4.630167798666646,18.152226494569135,8.71026417958273,26.12955909434868,tail_30m,0.07108239095315025
47,1238,12.325737290408336,4.630167798666646,18.152226494569135,8.71026417958273,26.12955909434868,tail_45m,0.035541195476575124
320,324,12.837330594045193,-1.143300827734637,16.08677328395719,10.807672344336043,24.884586743576055,tail_30m,0.06481481481481481
320,324,12.837330594045193,-1.143300827734637,16.08677328395719,10.807672344336043,24.884586743576055,tail_45m,0.018518518518518517
641,802,10.59601299978626,7.198901565484792,14.613630144043347,7.688707871548248,23.652305525673615,tail_30m,0.057356608478802994
641,802,10.59601299978626,7.198901565484792,14.613630144043347,7.688707871548248,23.652305525673615,tail_45m,0.00997506234413965
254,747,8.64737761992871,5.8723853890114786,13.49993544251171,4.781793011004602,23.61033197854769,tail_30m,0.050870147255689425
254,747,8.64737761992871,5.8723853890114786,13.49993544251171,4.781793011004602,23.61033197854769,tail_45m,0.0214190093708166
312,734,11.757485362528827,3.996304707902883,19.1199604713729,7.886241233527549,23.386282510489874,tail_30m,0.07629427792915532
312,734,11.757485362528827,3.996304707902883,19.1199604713729,7.886241233527549,23.386282510489874,tail_45m,0.04223433242506812
284,426,12.60273313334141,0.6969318823443327,17.328289562051552,10.23238734413594,23.368592303184265,tail_30m,0.06103286384976526
284,426,12.60273313334141,0.6969318823443327,17.328289562051552,10.23238734413594,23.368592303184265,tail_45m,0.02112676056338028
246,483,11.413281854894578,-0.3668757927660267,14.305619304408133,9.565308383048041,23.302601736843698,tail_30m,0.033126293995859216
246,483,11.413281854894578,-0.3668757927660267,14.305619304408133,9.565308383048041,23.302601736843698,tail_45m,0.002070393374741201
292,1541,10.232620090651142,5.41309655827165,18.254621165808906,5.79300948689308,23.06746043597556,tail_30m,0.0681375730045425
292,1541,10.232620090651142,5.41309655827165,18.254621165808906,5.79300948689308,23.06746043597556,tail_45m,0.03698896820246593
373,1747,12.176842440826517,-3.959725327200771,16.36962557931871,10.110397340781667,22.876785833067935,tail_30m,0.04178591871780195
373,1747,12.176842440826517,-3.959725327200771,16.36962557931871,10.110397340781667,22.876785833067935,tail_45m,0.017744705208929592
622,290,10.699756542269954,4.31837987292853,15.554512223565668,7.638632986432782,22.637370702747376,tail_30m,0.06896551724137931
622,290,10.699756542269954,4.31837987292853,15.554512223565668,7.638632986432782,22.637370702747376,tail_45m,0.020689655172413793
625,479,9.943483196907973,5.455826105819406,13.404599904683282,7.414592750814975,22.49653449786345,tail_30m,0.05010438413361169
625,479,9.943483196907973,5.455826105819406,13.404599904683282,7.414592750814975,22.49653449786345,tail_45m,0.006263048016701462
