items_qty_total_all_decile,count,mae,bias,rmse,p50_abs_err,p90_abs_err,level_1,_abs
9,13960,9.08427854243606,1.956993231392786,14.383153068567495,6.2992864506811515,18.766198650051688,tail_30m,0.03753581661891117
9,13960,9.08427854243606,1.956993231392786,14.383153068567495,6.2992864506811515,18.766198650051688,tail_45m,0.01497134670487106
8,11589,8.371610668173988,0.9064410952071066,12.44010993940505,6.033351225665985,17.041770513663515,tail_30m,0.029424454223832944
8,11589,8.371610668173988,0.9064410952071066,12.44010993940505,6.033351225665985,17.041770513663515,tail_45m,0.011390111312451462
7,16803,8.252160883202958,0.8828294075292942,12.61170666026227,5.916922491926297,16.607592951224134,tail_30m,0.028506814259358446
7,16803,8.252160883202958,0.8828294075292942,12.61170666026227,5.916922491926297,16.607592951224134,tail_45m,0.012259715526989227
6,12564,8.179675730328253,0.9848837801421775,12.520264822380197,5.897513417615462,16.426270859175954,tail_30m,0.027459407831900668
6,12564,8.179675730328253,0.9848837801421775,12.520264822380197,5.897513417615462,16.426270859175954,tail_45m,0.011540910538045209
5,12914,7.95821356284461,0.7622862854747335,12.06029021758788,5.829547366020735,15.90828500227716,tail_30m,0.02439213256930463
5,12914,7.95821356284461,0.7622862854747335,12.06029021758788,5.829547366020735,15.90828500227716,tail_45m,0.009756853027721852
3,15327,7.758366070105061,1.0405953967700503,11.948262774329095,5.551835859995617,15.780963169040986,tail_30m,0.026554446401774647
3,15327,7.758366070105061,1.0405953967700503,11.948262774329095,5.551835859995617,15.780963169040986,tail_45m,0.009851895348078555
4,15140,7.822924526872158,0.7626575789756966,11.715503895874297,5.759803499485113,15.73785380311938,tail_30m,0.023381770145310437
4,15140,7.822924526872158,0.7626575789756966,11.715503895874297,5.759803499485113,15.73785380311938,tail_45m,0.009247027741083224
1,13647,7.527685455809816,1.7504240378265001,11.73708891516811,5.308788425236948,15.574703153885412,tail_30m,0.025207005202608632
1,13647,7.527685455809816,1.7504240378265001,11.73708891516811,5.308788425236948,15.574703153885412,tail_45m,0.010405217263867516
2,16328,7.5809013246730945,1.065593986870464,11.640176411666433,5.456958797713388,15.261441878919591,tail_30m,0.023517883390494855
2,16328,7.5809013246730945,1.065593986870464,11.640176411666433,5.456958797713388,15.261441878919591,tail_45m,0.009064184223419891
0,22171,7.010323598856996,1.9400957906330136,10.819074799041472,4.9065916586037,14.510840282670173,tail_30m,0.021334175274006585
0,22171,7.010323598856996,1.9400957906330136,10.819074799041472,4.9065916586037,14.510840282670173,tail_45m,0.007171530377520184
