point_hour,count,mae,bias,rmse,p50_abs_err,p90_abs_err,level_1,_abs
453__9,215,4.9486867556131475,-1.2254598891410695,6.344596662917666,4.1321631592557,10.126926440147187,tail_30m,0.0
453__9,215,4.9486867556131475,-1.2254598891410695,6.344596662917666,4.1321631592557,10.126926440147187,tail_45m,0.0
512__14,292,5.2576589193332515,1.202537157131697,7.026857505095933,4.318965821861814,10.063251838735725,tail_30m,0.00684931506849315
512__14,292,5.2576589193332515,1.202537157131697,7.026857505095933,4.318965821861814,10.063251838735725,tail_45m,0.0
338__14,257,5.500255478090716,0.8142074341925642,7.680255329465735,4.314810301368841,9.926371244787338,tail_30m,0.011673151750972763
338__14,257,5.500255478090716,0.8142074341925642,7.680255329465735,4.314810301368841,9.926371244787338,tail_45m,0.0
40__16,295,4.674046057017098,-0.3770137068735506,5.8659087687267455,3.855796943213214,9.888144816702482,tail_30m,0.0
40__16,295,4.674046057017098,-0.3770137068735506,5.8659087687267455,3.855796943213214,9.888144816702482,tail_45m,0.0
496__15,217,5.146529504220827,-1.7121421233905698,7.5390220327575035,4.526370020339833,9.881808317693132,tail_30m,0.004608294930875576
496__15,217,5.146529504220827,-1.7121421233905698,7.5390220327575035,4.526370020339833,9.881808317693132,tail_45m,0.004608294930875576
496__12,238,5.115263015088831,-0.385977152211451,6.590882077763798,4.267776904654931,9.846333180680654,tail_30m,0.004201680672268907
496__12,238,5.115263015088831,-0.385977152211451,6.590882077763798,4.267776904654931,9.846333180680654,tail_45m,0.0
512__15,247,4.812765650441278,1.9757207569665676,6.620073875535846,3.507797981016708,9.806940075363421,tail_30m,0.0
512__15,247,4.812765650441278,1.9757207569665676,6.620073875535846,3.507797981016708,9.806940075363421,tail_45m,0.0
97__12,200,5.1300236189737305,1.1986714138718144,6.386799475041901,4.466325591949838,9.666310781109912,tail_30m,0.0
97__12,200,5.1300236189737305,1.1986714138718144,6.386799475041901,4.466325591949838,9.666310781109912,tail_45m,0.0
40__13,279,5.02943077977014,0.28869255384352094,6.248419099155887,4.322331850763309,9.426984369450407,tail_30m,0.0
40__13,279,5.02943077977014,0.28869255384352094,6.248419099155887,4.322331850763309,9.426984369450407,tail_45m,0.0
97__11,239,4.854776836882925,-1.1613383880302504,6.155915593920805,4.1775044409069295,9.404592030273879,tail_30m,0.0
97__11,239,4.854776836882925,-1.1613383880302504,6.155915593920805,4.1775044409069295,9.404592030273879,tail_45m,0.0
252__12,262,4.790735410743258,-2.922252674138591,5.779438073022736,4.348467426242264,9.159671077857855,tail_30m,0.0
252__12,262,4.790735410743258,-2.922252674138591,5.779438073022736,4.348467426242264,9.159671077857855,tail_45m,0.0
40__12,216,4.566900604605566,-0.35664704002846837,5.9531565023702075,3.8628939172549748,8.924709314235459,tail_30m,0.0
40__12,216,4.566900604605566,-0.35664704002846837,5.9531565023702075,3.8628939172549748,8.924709314235459,tail_45m,0.0
40__11,219,4.591978135814104,0.06499363565555819,6.015106762601785,3.850567649803015,8.830901810145274,tail_30m,0.0045662100456621
40__11,219,4.591978135814104,0.06499363565555819,6.015106762601785,3.850567649803015,8.830901810145274,tail_45m,0.0
40__17,251,4.476909508609861,0.27119944683879277,5.475767821352124,3.939567790019808,8.740160304663316,tail_30m,0.0
40__17,251,4.476909508609861,0.27119944683879277,5.475767821352124,3.939567790019808,8.740160304663316,tail_45m,0.0
338__13,210,4.4282016254772145,-1.498902534061283,5.290274375046524,4.196332953665292,8.481104822961253,tail_30m,0.0
338__13,210,4.4282016254772145,-1.498902534061283,5.290274375046524,4.196332953665292,8.481104822961253,tail_45m,0.0
